nct_number,min_age,max_age,gender,bmi_min,bmi_max,hba1c_min,hba1c_max,pregnant_allowed
NCT01669616,18.0,,All,,,,,False
NCT03038789,,,All,,,,,False
NCT06562842,45.0,65.0,All,,,,,True
NCT06440486,18.0,75.0,All,,,,,False
NCT07023172,18.0,,All,,,,,True
NCT07114822,18.0,,All,,,,,True
NCT06920667,18.0,65.0,All,25.0,40.0,,,False
NCT06579105,,,All,,,7.0,,True
NCT04100473,18.0,75.0,All,25.0,40.0,,,True
NCT07142512,45.0,,All,,,,,True
NCT02346175,18.0,65.0,All,,,,,False
NCT00422357,30.0,,All,,,,,False
NCT04564846,18.0,70.0,All,,,7.5,,False
NCT06825182,18.0,,All,,,,,True
NCT06353347,18.0,75.0,All,,,7.5,,True
NCT06739044,18.0,75.0,All,,,7.5,11.0,True
NCT05342012,18.0,,All,,,,,True
NCT01293669,18.0,65.0,All,,,,,True
NCT00791661,20.0,64.0,All,,,,,True
NCT04213547,12.0,20.0,All,,,10.0,10.0,False
NCT06887543,18.0,75.0,All,25.0,,6.5,,False
NCT05826054,19.0,65.0,All,,,4.0,,False
NCT00754130,20.0,65.0,All,,,,,True
NCT07278115,18.0,68.0,All,30.0,,6.5,,True
NCT01241448,18.0,70.0,All,,,,,True
NCT04264793,20.0,70.0,All,,,,,True
NCT00229710,18.0,,All,,,,,True
NCT05202470,18.0,65.0,All,,,,,True
NCT05466643,19.0,80.0,All,,,,,True
NCT06507475,18.0,,All,,,,,True
NCT01449747,20.0,70.0,All,,,,9.0,True
NCT01188863,18.0,65.0,All,,,,,False
NCT05702073,18.0,,All,,,,,False
NCT06516640,8.0,21.0,All,,,,,True
NCT01554618,10.0,17.0,All,,,6.5,11.0,False
NCT07089784,24.0,75.0,All,,,,,True
NCT01798238,18.0,,All,,40.0,,10.0,False
NCT03840850,30.0,75.0,All,,,,,True
NCT06331338,18.0,,All,,,,,False
NCT04077216,30.0,65.0,All,,,,,False
NCT06324669,41.0,70.0,All,,,6.0,,False
NCT06382246,30.0,75.0,All,,,,,False
NCT05563090,21.0,75.0,All,,,,,False
NCT03230786,18.0,75.0,All,,,,,False
NCT07032688,18.0,59.0,All,,,,,False
NCT06813170,30.0,70.0,All,,,,,False
NCT04924777,30.0,70.0,All,25.0,,,,True
NCT06847178,18.0,,All,,,7.5,9.0,False
NCT05633628,18.0,80.0,All,,,,,False
NCT06517784,18.0,,All,,,,,True
NCT00943917,18.0,70.0,All,,,7.0,,True
NCT07112872,18.0,,All,,,7.0,,True
NCT04515576,18.0,70.0,All,,,,,True
NCT03861052,20.0,,All,,,,,True
NCT01095991,18.0,75.0,All,,,,,True
NCT06410768,18.0,,All,,,,,True
NCT00237952,20.0,80.0,All,,,,,True
NCT01468181,20.0,,All,,,,,True
NCT03745937,18.0,74.0,All,,,,,False
NCT03338010,18.0,,All,,,7.0,,False
NCT06703268,18.0,75.0,All,19.0,35.0,6.5,8.0,True
NCT03278704,40.0,65.0,Male,,,,,True
NCT01498367,18.0,,All,,,53.0,,False
NCT05710900,20.0,80.0,All,,,6.0,,False
NCT06173804,60.0,,All,,,,,True
NCT05516966,18.0,65.0,All,,,,10.5,True
NCT06161844,18.0,75.0,All,18.5,,7.5,,False
NCT05606913,18.0,,All,23.0,,,11.0,False
NCT06351748,18.0,,All,,,,,False
NCT04345120,18.0,65.0,All,,,,9.5,False
NCT04345107,18.0,65.0,All,,,,9.5,False
NCT04403841,40.0,80.0,All,,,,,False
NCT03311724,18.0,75.0,All,,,7.0,10.5,True
NCT05754008,21.0,44.0,All,,,8.0,,False
NCT06020846,40.0,60.0,All,,,,,True
NCT02549924,30.0,60.0,All,,,,,False
NCT07198932,18.0,,All,,,,,False
NCT06906653,18.0,74.0,All,,,8.0,,False
NCT04426474,18.0,70.0,All,,,,,True
NCT06268743,19.0,64.0,All,,,7.0,,True
NCT05699408,18.0,,All,,,,,False
NCT03793855,30.0,,All,,,12.0,,False
NCT03363386,30.0,60.0,All,,,,,True
NCT06712615,19.0,75.0,All,18.5,30.0,,,False
NCT04867785,18.0,75.0,All,,,,,True
NCT00644241,30.0,75.0,All,,,,,True
NCT02128815,18.0,,All,,,,,False
NCT06759922,30.0,55.0,All,18.5,,10.0,,False
NCT06959797,18.0,,All,,,7.5,,False
NCT06428968,18.0,,All,,,,,False
NCT07053319,30.0,75.0,All,,,,,True
NCT05478252,18.0,64.0,All,,,,,True
NCT03960424,18.0,,All,,,,,True
NCT02683746,18.0,80.0,All,,,7.0,,True
NCT06382259,30.0,75.0,All,,,,,False
NCT03334773,40.0,70.0,All,,,,,True
NCT06089070,8.0,20.0,All,,,6.5,,False
NCT02794792,18.0,,All,,,7.5,,False
NCT05944432,18.0,,All,,,59.0,,False
NCT05347862,18.0,,All,,,,,True
NCT04208620,20.0,74.0,All,,,,,False
NCT06936670,14.0,40.0,All,,,,,True
NCT03766308,18.0,75.0,All,23.0,,7.0,,False
NCT05533632,18.0,,All,,,,,False
NCT00430742,18.0,75.0,All,,,,,True
NCT04529317,65.0,,All,,,,,True
NCT01240759,18.0,75.0,All,,,,,True
NCT06734546,30.0,75.0,All,,,,,False
NCT00835861,18.0,,Female,,,,,False
NCT05580536,18.0,,All,,,7.5,,False
NCT02452632,19.0,74.0,All,,,,,False
NCT06251323,18.0,,All,,,,,True
NCT00694057,18.0,65.0,All,,,,,True
NCT06517576,18.0,,All,,,,,False
NCT01933256,30.0,65.0,All,,,,,True
NCT04993482,18.0,100.0,All,,,,,False
NCT06837103,18.0,,All,,,7.0,,False
NCT03314246,21.0,90.0,All,,,9.5,,False
NCT05749029,18.0,,All,,,,,True
NCT05542420,18.0,90.0,All,,,,,True
NCT07215312,18.0,70.0,All,,,,,True
NCT03387787,18.0,,All,,,6.5,10.0,False
NCT06403761,18.0,75.0,All,,,7.0,,False
NCT03231709,20.0,,All,,,,,False
NCT01029704,18.0,70.0,All,,,,,True
NCT04874012,30.0,80.0,All,,,,,False
NCT06897475,18.0,75.0,All,,,7.5,,True
NCT05297045,18.0,75.0,All,24.5,40.0,,,False
NCT05937737,19.0,64.0,All,,,,,False
NCT07250607,40.0,80.0,All,,,,,True
NCT07173712,18.0,70.0,All,,,,,False
NCT02229227,18.0,,All,,,7.0,,False
NCT01719640,40.0,65.0,All,35.0,,7.5,,False
NCT05679115,35.0,,All,,,,,True
NCT01792635,18.0,65.0,All,,,,,True
NCT03318913,18.0,90.0,All,,,,,True
NCT02152371,18.0,,All,,,,,False
NCT06635057,18.0,,All,,,7.0,,True
NCT04166760,18.0,,All,,35.0,,,True
NCT00758069,20.0,69.0,All,,,,,True
NCT00065312,18.0,70.0,All,,,,,False
NCT02636192,18.0,,All,,,,,True
NCT03944616,35.0,,All,,20.0,,,False
NCT07019649,18.0,44.0,All,,,,,False
NCT04980014,19.0,,All,,,,,True
NCT00069784,50.0,,All,,,,,False
NCT00923962,18.0,75.0,All,,,,,False
NCT02077452,18.0,65.0,All,,,,,True
NCT01435616,18.0,,All,,,,,False
NCT04657939,18.0,,All,27.0,25.0,,10.0,False
NCT04663282,18.0,75.0,All,,,,,True
NCT02371239,40.0,75.0,All,,,,,False
NCT06147466,18.0,,Female,,,,,False
NCT06639425,18.0,65.0,All,,,7.0,,False
NCT04303754,21.0,65.0,All,18.5,,,,False
NCT05986253,18.0,67.0,All,,,,,True
NCT06549556,18.0,70.0,All,,,,,False
NCT07079189,35.0,,All,,,,,True
NCT04386187,18.0,65.0,All,,,,,True
NCT00094796,22.0,,All,,,,,False
NCT07213843,35.0,85.0,All,,,,,False
NCT04114682,18.0,,All,,,,,False
NCT04305587,18.0,70.0,All,,,,,True
NCT01258075,10.0,17.0,All,,,,,False
NCT06120556,50.0,,All,25.0,,,,True
NCT04642378,18.0,,All,45.0,,,,False
NCT00790660,18.0,75.0,All,,,,,True
NCT03189407,49.0,77.0,All,,,,,True
NCT03555591,,,All,,,,,True
NCT00642798,18.0,45.0,All,,,,,True
NCT06779929,40.0,,All,,,,,False
NCT06439056,18.0,65.0,All,,,,,True
NCT00006432,45.0,,All,,,,,True
NCT03315780,20.0,75.0,All,,,,,True
NCT02180646,21.0,55.0,All,,,6.5,9.0,False
NCT01387334,18.0,80.0,All,,,,,True
NCT02639988,18.0,,All,,,6.5,,True
NCT04889157,20.0,60.0,All,,,,,True
NCT02597049,18.0,,All,,,7.0,,True
NCT03928379,20.0,69.0,All,,,,,True
NCT04564872,18.0,75.0,All,,,,,False
NCT05731544,18.0,65.0,All,18.0,,7.0,,False
NCT05826678,40.0,,All,,,7.5,,False
NCT01381887,25.0,70.0,All,,,,,True
NCT05553145,18.0,,All,,,,,True
NCT05963022,18.0,,All,,,7.0,,True
NCT00361946,12.0,18.0,All,,,,,False
NCT07282613,10.0,18.0,All,85.0,,,,False
NCT04342845,18.0,75.0,All,,,7.0,10.0,True
NCT06649344,18.0,,All,,,,11.0,False
NCT07147010,45.0,70.0,All,,,,8.0,False
NCT03199053,10.0,18.0,All,,,,,False
NCT04945109,30.0,,All,,,,,False
NCT04136067,18.0,64.0,All,,,,,False
NCT03810846,50.0,70.0,Male,,,,,True
NCT04491253,18.0,99.0,All,,,,,True
NCT00506298,18.0,70.0,All,,,,,False
NCT04108299,18.0,70.0,All,,,,,False
NCT02737891,18.0,70.0,All,,,7.0,,True
NCT06727721,18.0,70.0,All,,,,,False
NCT06905717,50.0,65.0,All,,,,,True
NCT03138746,40.0,,Male,,,,,True
NCT02111096,18.0,79.0,All,,,,,True
NCT07157384,18.0,75.0,All,,,,,False
NCT01597154,10.0,20.0,All,,,,,True
NCT02767596,18.0,,All,,,,,False
NCT00004983,35.0,70.0,All,,,,,False
NCT06900075,18.0,75.0,All,,,,,False
NCT02680457,30.0,65.0,All,,,,,False
NCT02333851,18.0,,All,,,,,False
NCT06851962,40.0,70.0,All,,,9.5,,False
NCT01933672,18.0,70.0,All,,,,,False
NCT02201550,18.0,80.0,Male,27.0,,,,True
NCT01733758,20.0,,All,,,,,False
NCT01276106,20.0,75.0,All,,45.0,7.5,,False
NCT02889510,40.0,65.0,All,30.0,40.0,7.0,,False
NCT06594055,18.0,80.0,All,,,6.5,10.0,False
NCT05322213,21.0,70.0,All,25.0,,,10.0,False
NCT05373212,18.0,64.0,All,,,,9.0,True
NCT06688123,18.0,65.0,All,,,,,False
NCT02211261,18.0,70.0,All,,,,,False
NCT06838286,19.0,,All,,,,10.0,False
NCT00734474,18.0,75.0,All,,,,,False
NCT04965506,18.0,75.0,All,,,7.0,10.5,True
NCT01826370,18.0,,All,,,,,False
NCT00013910,30.0,75.0,All,,,,,True
NCT03666546,18.0,75.0,All,,18.5,,7.5,False
NCT02973321,18.0,80.0,All,,,,,False
NCT05333822,18.0,60.0,All,,,,,False
NCT04153981,18.0,75.0,All,,,,,False
NCT06605287,18.0,75.0,All,,,,7.0,True
NCT01528254,18.0,70.0,All,,,,,False
NCT06279637,50.0,120.0,All,,,8.0,,True
NCT03922750,18.0,75.0,All,,,,,False
NCT06457984,18.0,75.0,All,,,,,False
NCT04552470,20.0,70.0,All,22.5,45.4,,,True
NCT03367377,18.0,70.0,All,,,,,True
NCT01669473,18.0,90.0,All,,,,,True
NCT03407196,18.0,75.0,All,,,,,True
NCT00232583,25.0,65.0,All,,,7.0,,False
NCT04595968,22.0,70.0,All,25.0,,,,False
NCT02294526,40.0,85.0,All,25.0,,6.0,8.0,False
NCT06010004,18.0,,All,23.0,,7.0,,True
NCT04374578,18.0,70.0,All,,,,,True
NCT01786707,45.0,65.0,All,40.0,,9.5,,False
NCT06326047,18.0,75.0,All,,,,,False
NCT01441921,25.0,65.0,All,,,,,False
NCT00484198,18.0,,All,,,7.0,,True
NCT00299871,30.0,75.0,All,25.0,40.0,7.0,,False
NCT05567692,18.0,,All,,,,,False
NCT02002975,20.0,74.0,All,,,,,False
NCT04617795,18.0,75.0,All,,,,,False
NCT01072331,20.0,75.0,All,,,,,False
NCT01509001,40.0,70.0,All,,,,,True
NCT06589765,18.0,75.0,All,,,,,False
NCT01558271,20.0,,All,,,,,True
NCT02434744,18.0,75.0,All,,,7.0,,False
NCT06092476,18.0,75.0,All,24.0,,,,False
NCT06810986,18.0,70.0,All,,,,,False
NCT05714683,19.0,,Female,,,,,False
NCT06814184,18.0,90.0,All,,,,,False
NCT02072096,65.0,,All,,,,,True
NCT02627898,35.0,65.0,All,,,,,False
NCT03758742,20.0,70.0,All,,45.0,6.0,9.5,False
NCT06288412,18.0,75.0,All,,,,,False
NCT02786979,50.0,75.0,All,,,,,False
NCT06408532,18.0,,All,,,7.5,,False
NCT03244800,18.0,130.0,All,27.0,40.0,,,False
NCT00513214,18.0,70.0,All,23.0,,7.5,,False
NCT04809311,18.0,,All,,,,,True
NCT00501592,18.0,75.0,All,,,,,True
NCT05943886,18.0,65.0,All,,45.0,,10.5,True
NCT01475461,18.0,55.0,All,,,,,True
NCT00302224,18.0,70.0,All,,,6.5,10.9,False
NCT02663245,30.0,80.0,All,,,9.0,,False
NCT02456064,25.0,,All,,,,,True
NCT07003191,18.0,,All,,,,,True
NCT01614769,18.0,60.0,All,,,,,True
NCT04029480,10.0,17.0,All,,,,,False
NCT02121717,18.0,70.0,All,,,7.5,,False
NCT07045662,18.0,,All,,,,,False
NCT03914326,50.0,,All,,,6.5,10.0,True
NCT01082120,18.0,,All,,,,,True
NCT06832059,18.0,,All,,,58.0,,False
NCT06621030,45.0,70.0,All,,,,8.0,False
NCT05766735,30.0,80.0,All,,,,,False
NCT05737810,18.0,65.0,All,,,,,True
NCT05689372,19.0,,All,,,,,False
NCT06708091,18.0,,All,,,,,True
NCT02010827,35.0,80.0,All,,,,,False
NCT03322631,20.0,70.0,All,,,,,True
NCT01885260,18.0,75.0,All,,,,,True
NCT06339086,18.0,75.0,All,18.5,,,,False
NCT05630508,18.0,,All,,,,,False
NCT05162014,18.0,,All,,,,,True
NCT01649466,18.0,85.0,All,,,,,False
NCT04013581,19.0,80.0,All,,,,10.0,False
NCT06672172,18.0,75.0,All,,,,,False
NCT05307237,18.0,,All,,,,,False
NCT07124923,18.0,90.0,All,,,,,False
NCT07068295,18.0,69.0,All,,,,,False
NCT03603704,20.0,70.0,All,,,6.5,,True
NCT06844539,18.0,,All,,,48.0,,False
NCT01346033,18.0,,All,,,,,False
NCT01584232,20.0,,All,,,,,True
NCT06559722,18.0,75.0,All,,,,,True
NCT01582230,18.0,80.0,All,,,7.5,,False
NCT03861039,20.0,,All,,,7.0,,True
NCT01990300,,,All,,,,,False
NCT04230382,18.0,,All,,,,,True
NCT04383639,40.0,70.0,All,,,,,False
NCT02206607,18.0,70.0,All,,,,,False
NCT00957268,10.0,65.0,All,,,6.5,,False
NCT00824694,18.0,85.0,All,,,,,True
NCT05046886,21.0,80.0,All,,,,8.0,False
NCT03332836,18.0,70.0,All,,,,,False
NCT06081387,40.0,,All,,,,,False
NCT05074667,4.0,19.0,All,,,,,True
NCT00982293,21.0,80.0,All,,,,,False
NCT01273558,18.0,65.0,All,,,,,True
NCT05469659,20.0,,All,,,,,False
NCT06271382,18.0,,All,,,,,True
NCT03992248,50.0,75.0,All,38.0,,,,True
NCT02688075,18.0,,All,,,,,False
NCT06495281,19.0,,All,,,,,True
NCT02889172,35.0,70.0,All,30.0,,,,True
NCT03620890,18.0,,Female,,,,,False
NCT07291804,18.0,,All,,,,,True
NCT05806502,18.0,80.0,All,,,,,True
NCT05598203,,,All,,,,,False
NCT05564039,18.0,,All,25.0,,7.0,,True
NCT04004793,20.0,70.0,All,25.0,,6.5,6.5,False
NCT02367131,65.0,,All,,,,,True
NCT01609088,35.0,65.0,All,35.0,,,,False
NCT06740435,18.0,80.0,All,,,,,False
NCT05666128,19.0,75.0,All,,,,,True
NCT02899949,18.0,90.0,All,,,,,False
NCT02220907,20.0,,All,,,,,True
NCT01869608,18.0,45.0,Female,,,,,False
NCT00160017,18.0,,All,,,,,False
NCT01044537,18.0,65.0,All,,,,,True
NCT06650007,18.0,,All,,,,10.0,True
NCT00804986,18.0,70.0,All,,,,,False
NCT00931372,18.0,65.0,All,25.0,35.0,6.0,,True
NCT05717608,40.0,70.0,All,,,9.0,,False
NCT04504045,18.0,75.0,All,,,,,False
NCT03018938,18.0,80.0,All,,,,,False
NCT02750930,,,All,,,,,True
NCT04387045,30.0,65.0,All,,,,,True
NCT01091909,18.0,,All,,,,,True
NCT00329225,18.0,70.0,All,,,7.5,,False
NCT02098733,,,All,,,,,False
NCT02554643,50.0,75.0,All,,,,,True
NCT06045221,18.0,,All,,,7.0,,True
NCT00287807,18.0,70.0,All,,,,,True
NCT05380232,30.0,80.0,All,,,48.0,,True
NCT02528695,18.0,,All,,,,42.0,False
NCT01128985,25.0,65.0,All,,,,,True
NCT05284344,18.0,80.0,All,,,7.0,,False
NCT04439474,,,All,,,,,True
NCT00530309,20.0,70.0,All,,,,,False
NCT01195090,20.0,80.0,All,,,,,False
NCT03684642,18.0,,All,,,,,False
NCT04916093,18.0,,All,,,,,False
NCT00198926,18.0,,All,,,,,True
NCT06402578,18.0,99.0,All,,,,,True
NCT00680849,40.0,75.0,Female,,,,,True
NCT00962065,18.0,65.0,All,,,,,False
NCT01037842,30.0,70.0,All,,,,,True
NCT00829699,18.0,60.0,All,,,5.5,,False
NCT07109102,30.0,60.0,Male,,,,,True
NCT01339520,40.0,,All,,,8.0,8.0,False
NCT01076075,18.0,78.0,All,,,,,False
NCT01915849,18.0,65.0,All,,,6.5,10.0,False
NCT02000700,10.0,17.0,All,,,,,False
NCT02059187,18.0,,All,,,,,False
NCT04605991,18.0,,All,,,,,True
NCT06211270,18.0,,All,,,,,True
NCT02489942,18.0,,All,,,,,True
NCT03951805,18.0,75.0,All,,,,,True
NCT05975242,18.0,,All,,,7.5,10.0,False
NCT03195400,12.0,18.0,All,85.0,,,,False
NCT05267925,18.0,75.0,All,,,,,False
NCT05924516,18.0,,All,,,,,True
NCT04955834,18.0,70.0,All,,,,,False
NCT00145093,18.0,,All,,,,,False
NCT05801627,18.0,75.0,All,19.0,35.0,7.5,10.5,True
NCT01902316,35.0,72.0,All,,,,,True
NCT06836479,18.0,,All,,,,,True
NCT01144975,18.0,75.0,All,,40.0,,,True
NCT04129268,18.0,80.0,Male,25.0,,,,True
NCT06439758,25.0,65.0,All,,,6.5,,True
NCT05146869,18.0,75.0,All,,,,,False
NCT03663738,18.0,65.0,All,,,,,False
NCT07196371,19.0,64.0,All,,,,9.0,True
NCT05092945,18.0,65.0,All,,,,,True
NCT02009488,25.0,70.0,All,,,,,True
NCT05478525,30.0,70.0,All,,,,,True
NCT02435693,35.0,,All,,,,,True
NCT02205996,40.0,60.0,All,,,,,False
NCT05912647,18.0,90.0,All,,,8.0,,True
NCT00032487,40.0,,All,40.0,,,,False
NCT06969391,18.0,,All,,,,,True
NCT05514080,18.0,,All,,,,10.0,False
NCT03985293,18.0,75.0,All,24.5,45.4,,,True
NCT00067951,18.0,70.0,All,,,11.0,,False
NCT02194608,45.0,,All,,,,,False
NCT04980027,18.0,,All,,,,,True
NCT03118713,19.0,74.0,All,,,,,True
NCT05956743,18.0,90.0,All,,,,,True
NCT01427257,18.0,75.0,All,,40.0,,,False
NCT01968265,18.0,75.0,All,,,,,True
NCT06903546,35.0,59.0,All,,,,7.5,False
NCT00111800,18.0,75.0,All,,,,,False
NCT05252793,18.0,65.0,All,,,6.0,,False
NCT02091362,18.0,,All,,,,,True
NCT06192108,18.0,,All,,,7.0,,True
NCT04445714,18.0,,All,,,,,False
NCT06941246,18.0,60.0,All,,,,,False
NCT02359461,18.0,75.0,All,40.0,,,,True
NCT01387737,20.0,,All,,,,,True
NCT04017832,18.0,,All,,,7.0,10.5,False
NCT05433584,18.0,,All,,,7.0,,True
NCT00814190,25.0,,All,,,,,False
NCT03421301,30.0,60.0,All,,,,,True
NCT03510624,35.0,75.0,All,,,,,False
NCT04003194,20.0,75.0,All,,,6.5,,False
NCT07033585,24.0,64.0,All,,,,,False
NCT04484883,,,All,,,,,True
NCT02964585,30.0,70.0,All,,,,,False
NCT04014582,,,All,,,,,True
NCT07062406,40.0,,All,,,,,False
NCT00494013,18.0,,All,,,,,False
NCT01247363,18.0,70.0,All,,,,,True
NCT00391209,18.0,,All,,,,,False
NCT04759469,45.0,65.0,All,,,,,True
NCT06152588,18.0,,All,25.0,,53.0,,False
NCT02793154,18.0,60.0,All,,,,,False
NCT01421459,18.0,,All,,,,,True
NCT01650259,,,All,,,,,True
NCT02317211,25.0,65.0,All,,,,,True
NCT02293577,10.0,21.0,All,,,,,False
NCT00972244,18.0,79.0,All,,,7.0,8.0,True
NCT02926950,18.0,,All,,,,7.0,False
NCT02098746,,,All,,,,,False
NCT00320853,30.0,,Male,,,,,True
NCT06983054,18.0,85.0,All,,,,,True
NCT06478550,25.0,75.0,All,,,,,True
NCT01038089,21.0,80.0,All,,,,,False
NCT05566028,19.0,85.0,All,18.5,40.0,,,True
NCT04591626,18.0,,All,,,,,False
NCT04582435,,,All,,,,,False
NCT03363100,18.0,,All,,,,,True
NCT01387165,18.0,75.0,All,,,,,True
NCT00754988,18.0,75.0,All,25.0,,7.0,,True
NCT00851019,18.0,65.0,All,,,,,False
NCT01908348,35.0,65.0,All,,,,,False
NCT04917471,18.0,,All,,,,,True
NCT02848833,19.0,110.0,All,,,,,True
NCT01163721,18.0,75.0,All,,,7.0,11.0,False
NCT01177384,18.0,,All,,,,,True
NCT00353691,8.0,17.0,All,,,7.5,,False
NCT02891382,18.0,70.0,All,,,,,False
NCT02803918,10.0,17.0,All,,50.0,,,False
NCT01677013,30.0,70.0,All,,35.0,,,False
NCT03989232,18.0,,All,,,,,True
NCT06327503,18.0,80.0,All,,,,,True
NCT02346344,30.0,65.0,All,,,,,False
NCT03353350,18.0,,All,,,,,False
NCT05377333,20.0,75.0,All,,,,,True
NCT05439226,18.0,75.0,All,18.0,35.0,,,False
NCT03598855,18.0,75.0,All,,,,,False
NCT03560271,18.0,,All,,,,,False
NCT03531944,21.0,99.0,All,,,,,True
NCT04217902,18.0,,All,,,,,True
NCT03480945,,80.0,All,,,,70.0,True
NCT04109547,18.0,,All,,,7.0,10.0,False
NCT07026968,18.0,75.0,All,,,,11.0,False
NCT01862263,18.0,80.0,All,,,7.5,9.0,False
NCT02302716,18.0,,All,,,7.0,11.0,False
NCT02804932,40.0,77.0,All,,,,6.0,True
NCT03761797,,,All,,,,,True
NCT05066152,30.0,60.0,Female,,,,,False
NCT01189890,65.0,85.0,All,,,,,True
NCT02542722,40.0,65.0,All,,,,,False
NCT01092663,18.0,80.0,All,18.5,,,,False
NCT00854035,20.0,,All,,,,,True
NCT06818851,50.0,70.0,All,20.0,,,,False
NCT00924053,18.0,70.0,All,,,,,True
NCT00642278,18.0,65.0,All,,,,,True
NCT04707508,21.0,80.0,All,,,,,True
NCT04765631,,,All,,,,,True
NCT03760991,18.0,,All,,,,,True
NCT01316861,18.0,,All,,,,,False
NCT06024928,18.0,,All,,,7.5,,False
NCT01468987,18.0,,All,,,,,False
NCT04982575,18.0,,All,,,,,False
NCT00816218,18.0,65.0,All,,,,,False
NCT06333080,18.0,,All,,,,,False
NCT04191525,18.0,75.0,All,27.0,,,,False
NCT05502562,18.0,,All,,,,,True
NCT02401243,18.0,,All,,,,,False
NCT05971940,18.0,,All,,,7.0,,True
NCT04935554,25.0,75.0,All,,,,,True
NCT00744367,18.0,75.0,All,25.0,,7.0,,True
NCT03732690,40.0,70.0,All,25.0,,9.0,,False
NCT01387984,,,All,,,,,True
NCT02561078,18.0,85.0,All,,,7.5,,False
NCT05040087,40.0,75.0,All,40.0,,,,False
NCT03078049,18.0,,All,,,,,False
NCT01582243,20.0,,All,,,,6.5,True
NCT06269107,18.0,,All,,,8.0,,False
NCT01474083,18.0,75.0,All,,,,,True
NCT02196350,30.0,80.0,All,,,,,True
NCT04031417,45.0,75.0,All,,,9.0,,True
NCT03855449,16.0,75.0,All,,,,7.0,False
NCT05684341,20.0,,All,,,,,True
NCT02078440,10.0,17.0,All,,,,,False
NCT03343782,18.0,70.0,All,,,,,True
NCT04857398,18.0,64.0,All,,,,,False
NCT00882726,18.0,65.0,All,18.5,37.0,,,True
NCT04646746,18.0,,All,,,,,False
NCT06106035,18.0,,All,,,6.0,10.5,False
NCT04427488,35.0,65.0,All,,,,,True
NCT05341063,18.0,65.0,All,,,,,True
NCT01289119,18.0,75.0,All,,,,,True
NCT01030679,19.0,,All,,,7.0,11.0,False
NCT04927858,18.0,,All,,,,,True
NCT04892069,18.0,,All,,,,,False
NCT04952779,19.0,,All,,,,,True
NCT05847075,18.0,65.0,All,,,,,False
NCT02322762,18.0,,All,,,,,False
NCT01373450,18.0,64.0,Male,,,,,True
NCT03770728,18.0,,All,,,,,False
NCT01106651,55.0,80.0,All,,,,,True
NCT00361153,18.0,75.0,All,25.0,45.0,7.0,10.0,False
NCT06649162,19.0,,All,,,,,True
NCT06323174,18.0,,All,,,,,False
NCT00518115,18.0,75.0,All,,,,,False
NCT06385704,25.0,65.0,All,,,,,True
NCT05823948,18.0,,All,,,,,True
NCT04023539,18.0,,All,,,6.5,,False
NCT05144984,18.0,75.0,All,,,,,True
NCT03882970,18.0,,All,25.0,,,,True
NCT02430870,18.0,65.0,All,,,,,False
NCT02409329,18.0,,All,,,,,True
NCT01230749,25.0,65.0,All,,,,,True
NCT00495469,18.0,70.0,All,,,7.0,7.5,False
NCT01023945,20.0,75.0,All,,,,,True
NCT02906709,20.0,,All,,,7.5,,False
NCT00638716,25.0,,All,,,,,True
NCT02226822,20.0,,All,,,,,False
NCT04841096,18.0,,All,,,7.5,,False
NCT02373865,40.0,80.0,All,,,7.0,,False
NCT07210593,18.0,75.0,All,,,,,False
NCT00282971,35.0,80.0,All,,,,,True
NCT01522157,18.0,,All,,,,,True
NCT01066715,18.0,75.0,All,,,6.8,,False
NCT02025907,18.0,75.0,All,,,,,True
NCT01277471,30.0,70.0,All,,,4.2,,False
NCT03102424,30.0,80.0,All,,,7.5,10.0,False
NCT00196989,18.0,70.0,All,,,8.0,7.8,False
NCT00388050,18.0,,All,,,,,False
NCT00874809,18.0,,All,,,,,False
NCT02183324,21.0,70.0,All,17.6,,,,False
NCT04579900,18.0,60.0,All,,,,,True
NCT02926937,18.0,,All,,,,,False
NCT06028503,18.0,,All,,,6.0,,False
NCT04917926,30.0,70.0,All,,,,9.0,False
NCT06627322,19.0,,All,25.0,,7.0,,False
NCT06926725,30.0,,All,,,,,False
NCT02703337,18.0,70.0,All,,,,,True
NCT02031341,30.0,80.0,All,,,6.5,6.5,True
NCT03209089,18.0,100.0,All,,,,,True
NCT02413762,18.0,,All,,,,,True
NCT01663220,30.0,65.0,All,,,,,False
NCT02998008,30.0,60.0,All,,,,,True
NCT06416475,30.0,,All,,,6.5,,False
NCT05229718,18.0,30.0,All,,,,,False
NCT00425009,25.0,75.0,All,,,7.0,,True
NCT01175811,18.0,80.0,All,,,,,False
NCT02701569,30.0,60.0,All,,,,,True
NCT03552523,18.0,,All,,,7.0,,False
NCT06912321,45.0,70.0,All,,,,,True
NCT00069836,18.0,70.0,All,,,,,True
NCT05404178,18.0,,All,,,,,True
NCT07091487,18.0,,All,,,,,False
NCT05523362,18.0,99.0,All,30.0,,,,True
NCT03235219,18.0,70.0,All,,,,,True
NCT01022112,20.0,80.0,All,,,,,False
NCT06534411,18.0,,All,,,,,False
NCT01182948,40.0,70.0,All,,,6.5,9.0,True
NCT06649773,18.0,75.0,All,,,,10.0,False
NCT00263276,18.0,79.0,All,,,7.0,,True
NCT04707469,18.0,,All,,,,,True
NCT06774950,40.0,65.0,All,,,,,False
NCT01152385,20.0,,All,,,7.5,,False
NCT03940183,18.0,75.0,All,,,,10.0,False
NCT02585674,18.0,,All,,,,,False
